	MT2.141698	CA1.141704	BB2.141659	CO2.141657	TL3.141709	SN3.141650	SK2.141662	CR1.141682	CF3.141691	BZ1.141724	TL1.141653	GB3.141652	CM1.141723	CL1.141697	HF1.141663	PE7.141734	HF2.141686	GB2.141732	CF1.141675	IE2.141655	PE1.141715	MP2.141695	SN1.141681	DF3.141696	BP1.141702	SR1.141680	SP1.141656	LQ2.141729	VC2.141694	HJ1.141718	KP3.141658	HJ2.141717	SK3.141716	PE6.141700	PE4.141683	SK1.141669	MP1.141661	BF2.141708	BF1.141647	AR3.141705	CF2.141679	SA1.141670	LQ3.141712	AR1.141727	SR3.141674	MT1.141719	IT2.141720	CL3.141664	SF1.141728	SP2.141678	IE1.141648	MD2.141689	KP1.141713	PE5.141692	TL2.141706	HI4.141735	SB1.141730	HI3.141676	CL4.141667	PE3.141731	CO1.141714	RT1.141654	RT2.141710	KP4.141733	DF1.141684	CL2.141671	MD5.141688	IT1.141711	AR2.141703	CO3.141651	HI2.141672	DF2.141726	JT1.141699	GB1.141665	CC1.141721	SF2.141677	VC1.141722
PE5.141692	0.37513946	0.45078664	0.21930624	0.33412428	0.16660664	0.3949488	0.36773138	0.40842958	0.26966832	0.2533225	0.35234372	0.36614076	0.4100276	0.21460334	0.14098578	0.31232008	0.17824916	0.43123072	0.21989522	0.3839308	0.11764914	0.18446616	0.28454174	0.19210418	0.39185196	0.38374336	0.36692002	0.13570988	0.39958	0.23078406	0.38501292	0.19991912	0.27150488	0.12529688	0.08931782	0.27365688	0.21450684	0.15350622	0.12842496	0.37304142	0.23830806	0.41858298	0.11541584	0.40529406	0.42613102	0.41346786	0.34263932	0.23398804	0.3959711	0.21189556	0.35615648	0.43379632	0.41589044	0.0	0.3904088	0.1341259	0.42026762	0.41659036	0.34087738	0.10522266	0.41662276	0.3971667	0.37113276	0.42624198	0.2798041	0.32601834	0.4631911	0.44499006	0.36381466	0.4023602	0.35751586	0.39056578	0.45025706	0.46556396	0.37443428	0.43156058	0.38541124
TL2.141706	0.26608922	0.25490152	0.36201632	0.22871232	0.34375004	0.2973524	0.18380294	0.2273831	0.45975248	0.27752298	0.31378252	0.18782628	0.23389	0.3031963	0.38314198	0.25800092	0.41273548	0.24855008	0.40038794	0.2669406	0.37151498	0.3093362	0.32605826	0.3341647	0.2403832	0.20926544	0.22664666	0.35674612	0.22108864	0.33965558	0.22803676	0.28368064	0.29004192	0.3506972	0.39736778	0.3296598	0.3110966	0.38887882	0.36199496	0.22646354	0.43150854	0.29562254	0.38451908	0.2458101	0.29625918	0.21954826	0.2844108	0.28830332	0.23835826	0.28075988	0.28595044	0.38355504	0.2781948	0.3904088	0.0	0.35359434	0.32494446	0.3186628	0.30735082	0.3833203	0.27585944	0.26806494	0.22856568	0.26383314	0.3201169	0.2699807	0.42932934	0.3080403	0.2175065	0.24781932	0.36554746	0.25399766	0.36573378	0.27831476	0.21790512	0.30832018	0.27986292
HI4.141735	0.33971516	0.41803142	0.20115258	0.30414654	0.17326774	0.36030606	0.33012268	0.37151392	0.27533594	0.24857724	0.31693262	0.32659662	0.37761166	0.1922372	0.15974556	0.28536506	0.1856047	0.39846786	0.20888828	0.34279482	0.14608172	0.16334946	0.2705002	0.17311244	0.35811934	0.3472409	0.32921392	0.14812122	0.35465758	0.21982208	0.35418486	0.1690083	0.25073466	0.16402938	0.13188612	0.25992014	0.20265178	0.16755036	0.14137918	0.33758836	0.23897984	0.386274	0.14134498	0.37956864	0.39087844	0.38917204	0.31053066	0.1997895	0.36744268	0.17995274	0.3158755	0.41105618	0.37204458	0.1341259	0.35359434	0.0	0.39722204	0.38122406	0.31500412	0.13116324	0.37878902	0.37339488	0.34471822	0.3944936	0.25323092	0.29221268	0.4358728	0.42100504	0.3258576	0.36532194	0.31751592	0.35680692	0.4281984	0.43794722	0.33313886	0.40142272	0.34838958
SB1.141730	0.2625362	0.27389574	0.44785018	0.27114046	0.39697238	0.2396877	0.30570252	0.269277	0.54122134	0.34889312	0.42977778	0.26663286	0.26452738	0.32683992	0.43987608	0.31648898	0.48161806	0.21253662	0.48847624	0.29400926	0.41253416	0.38753738	0.3177914	0.34788932	0.30436738	0.22398998	0.21900664	0.42160354	0.28859426	0.35048812	0.27797942	0.34075818	0.31462754	0.4155175	0.4361102	0.30227426	0.35362714	0.44937796	0.42328738	0.31183796	0.51219848	0.20784268	0.43304342	0.30383464	0.15823228	0.2712426	0.2873373	0.31033666	0.2347566	0.38393166	0.2726813	0.2313713	0.2479463	0.42026762	0.32494446	0.39722204	0.0	0.26897678	0.25678228	0.44159536	0.25978922	0.25111232	0.2601447	0.253682	0.3141274	0.27755344	0.3078808	0.297505	0.27230128	0.30685922	0.29227688	0.24270836	0.22731832	0.25481182	0.25841718	0.2066068	0.23448294
HI3.141676	0.26367058	0.33518972	0.4338202	0.27520296	0.381412	0.29107668	0.28853442	0.28430302	0.525327	0.3338871	0.41906528	0.2756792	0.28134024	0.31204422	0.4104775	0.32005956	0.46064256	0.27834392	0.46226514	0.261743	0.40458802	0.36482208	0.34838382	0.34323742	0.31145244	0.27767896	0.27731418	0.40543556	0.28656604	0.35455814	0.28271152	0.32532444	0.30889776	0.39822952	0.42374274	0.31546684	0.34928456	0.42197118	0.39721472	0.27694646	0.49356674	0.2723433	0.42152108	0.27490606	0.27887242	0.2562249	0.28084244	0.29619332	0.29239858	0.36944028	0.24348188	0.34735416	0.26109684	0.41659036	0.3186628	0.38122406	0.26897678	0.0	0.2605449	0.42401426	0.26059788	0.27937702	0.29566532	0.23284678	0.31770598	0.2307993	0.29754802	0.26307298	0.24941294	0.26651312	0.20863782	0.24481858	0.3421841	0.30446836	0.2474738	0.33073574	0.21393472
CL4.141667	0.20336328	0.32013306	0.37567222	0.22373162	0.32272306	0.23382334	0.2660072	0.2993416	0.4620161	0.26210712	0.3516845	0.27309274	0.30248034	0.23146808	0.35643888	0.2576753	0.39286918	0.27506158	0.41412368	0.23753634	0.32609704	0.3028287	0.25990904	0.26528784	0.31494182	0.25787914	0.23005944	0.3438129	0.27979802	0.26727264	0.29756482	0.26473086	0.2228249	0.33485882	0.35296848	0.21547446	0.27372734	0.35494556	0.34375966	0.29658132	0.4352398	0.26199424	0.35759042	0.27765304	0.23550556	0.2729488	0.19933614	0.22141082	0.27708256	0.30384362	0.2061773	0.3148469	0.26340678	0.34087738	0.30735082	0.31500412	0.25678228	0.2605449	0.0	0.36657564	0.21805438	0.29227164	0.29179778	0.24983292	0.2191094	0.18693248	0.36222792	0.27923284	0.25788844	0.29276394	0.2889824	0.23474836	0.3026988	0.29680494	0.2154515	0.31794312	0.19285698
PE3.141731	0.3904318	0.45086322	0.1731919	0.3407733	0.16561862	0.39513974	0.36992752	0.40311884	0.2188431	0.25610024	0.34834398	0.36318378	0.40896942	0.22756152	0.11670004	0.33256862	0.13411174	0.43082562	0.16851928	0.3848275	0.12706692	0.17646266	0.29029252	0.21083112	0.38849502	0.38070314	0.37576968	0.12578702	0.39389266	0.26052084	0.38406186	0.21668014	0.29057614	0.12301526	0.07299128	0.30091114	0.23147414	0.13542232	0.11881846	0.37078336	0.1840936	0.42687936	0.08868042	0.41295816	0.4433846	0.41645896	0.35775266	0.23860802	0.39616884	0.20193834	0.37417778	0.45923066	0.41212306	0.10522266	0.3833203	0.13116324	0.44159536	0.42401426	0.36657564	0.0	0.4184081	0.40267968	0.3729043	0.42636276	0.30205628	0.3320614	0.48237912	0.45085236	0.36717428	0.39737818	0.3771714	0.40956424	0.47151216	0.46870202	0.37395038	0.43464684	0.39307166
CO1.141714	0.15281998	0.26145624	0.41482108	0.18476524	0.36130364	0.1718156	0.23855694	0.28512122	0.5138154	0.27881562	0.3513796	0.2521008	0.29529864	0.30995818	0.40044974	0.29807416	0.445905	0.220014	0.45579554	0.19035236	0.39350654	0.34187036	0.27526802	0.32240082	0.29409632	0.23737772	0.20999362	0.39422588	0.23261016	0.3259383	0.30077248	0.308945	0.26772212	0.39308936	0.42083418	0.26271896	0.32584492	0.41085846	0.38749816	0.30701122	0.47887862	0.20143454	0.42096612	0.29825606	0.23058082	0.21757058	0.19678756	0.283938	0.26333646	0.3200346	0.21767296	0.3289916	0.21903052	0.41662276	0.27585944	0.37878902	0.25978922	0.26059788	0.21805438	0.4184081	0.0	0.3013939	0.299677	0.2178673	0.28391458	0.23361574	0.38401598	0.21255866	0.27377386	0.27807492	0.32237646	0.23908142	0.29472446	0.21811204	0.1816122	0.30513198	0.17644208
RT1.141654	0.31550612	0.25245878	0.39475338	0.27100802	0.36269918	0.28794322	0.26907784	0.21154424	0.46918758	0.32994888	0.37027382	0.25272178	0.21180054	0.31035812	0.3814172	0.28936642	0.42520854	0.23759526	0.40918008	0.30205318	0.38546936	0.33723802	0.31655352	0.33731788	0.27017218	0.21416566	0.25283828	0.36994822	0.26879446	0.3445452	0.19466094	0.31977674	0.30526638	0.36295318	0.40958152	0.31869534	0.35130542	0.39063932	0.37466322	0.22328168	0.44136352	0.2707186	0.39526166	0.2236108	0.27568496	0.23510412	0.32489858	0.29428938	0.23667004	0.33699682	0.30886022	0.32632202	0.2353617	0.3971667	0.26806494	0.37339488	0.25111232	0.27937702	0.29227164	0.40267968	0.3013939	0.0	0.16854486	0.20603668	0.31867404	0.27132016	0.371605	0.33503632	0.24122824	0.2666873	0.3058312	0.28479276	0.3457196	0.28105078	0.2695557	0.25622324	0.28349266
RT2.141710	0.3035255	0.23055256	0.36938492	0.24361912	0.34045504	0.30000732	0.25743242	0.1578433	0.45317444	0.31001058	0.3835394	0.19663704	0.14610012	0.2911483	0.36549526	0.3003386	0.40347848	0.22397908	0.40542118	0.3007722	0.36788274	0.32372136	0.29200882	0.3115039	0.22486408	0.17337392	0.2169561	0.34797652	0.22396896	0.33659762	0.15679984	0.29654292	0.31111592	0.34306064	0.38326818	0.32284764	0.32511052	0.37689222	0.3551066	0.21171246	0.42608894	0.27303678	0.36519948	0.2597465	0.28568694	0.2390109	0.3254292	0.28011964	0.16302166	0.31225196	0.31228544	0.32824256	0.2307346	0.37113276	0.22856568	0.34471822	0.2601447	0.29566532	0.29179778	0.3729043	0.299677	0.16854486	0.0	0.22518206	0.3211695	0.26973462	0.39363478	0.33202342	0.21343326	0.23982836	0.32110246	0.28115026	0.35344062	0.30118064	0.26251304	0.24261362	0.29223236
KP4.141733	0.23766948	0.2267557	0.41515718	0.24537786	0.37781086	0.22622578	0.26504664	0.19771496	0.50619678	0.31718864	0.39910598	0.24549694	0.21338926	0.32756532	0.40994452	0.31278466	0.45428934	0.1973935	0.44087832	0.21119066	0.41283728	0.34890554	0.3259488	0.35838024	0.24019498	0.20417022	0.23308212	0.38819846	0.2138409	0.37014752	0.21913686	0.33634642	0.30627386	0.38681106	0.43545172	0.3257817	0.35483914	0.42055572	0.40366482	0.22363972	0.47578404	0.22202704	0.41920282	0.2174172	0.25966028	0.18331772	0.24106142	0.29774538	0.23928004	0.34703386	0.2666937	0.34024118	0.16199746	0.42624198	0.26383314	0.3944936	0.253682	0.23284678	0.24983292	0.42636276	0.2178673	0.20603668	0.22518206	0.0	0.32363652	0.2417592	0.38517232	0.26112244	0.21755276	0.24713402	0.31920612	0.24144864	0.3355008	0.22404946	0.1986583	0.29007112	0.22685182
DF1.141684	0.22184772	0.36910762	0.33059554	0.22442266	0.26361806	0.2842365	0.26110188	0.35326272	0.41783138	0.22406632	0.33179518	0.29767258	0.35063978	0.1703968	0.29278496	0.22518786	0.3448551	0.34203034	0.36867304	0.25764922	0.2621204	0.24652626	0.2507768	0.18031388	0.36533826	0.30792154	0.26479836	0.29282018	0.31963582	0.17325512	0.3390717	0.19656122	0.1614335	0.28543626	0.28585112	0.15299954	0.18522582	0.30425804	0.28384174	0.30343016	0.3868148	0.3164804	0.29854082	0.31567256	0.30067052	0.31116428	0.19620298	0.18267954	0.34346744	0.25904626	0.20410346	0.33183582	0.3168505	0.2798041	0.3201169	0.25323092	0.3141274	0.31770598	0.2191094	0.30205628	0.28391458	0.31867404	0.3211695	0.32363652	0.0	0.22407148	0.35675248	0.31224468	0.28192012	0.34431446	0.28328844	0.24111788	0.33232376	0.37028694	0.24429338	0.37092888	0.24908738
CL2.141671	0.23131252	0.3044305	0.34876966	0.20852626	0.29140746	0.22759234	0.23630544	0.26706488	0.43712086	0.23575052	0.32248354	0.26216754	0.28606522	0.22891696	0.33013628	0.25762482	0.36867718	0.28012734	0.38172892	0.22049294	0.31066588	0.27500546	0.2526322	0.25910204	0.29204258	0.24113338	0.22202468	0.31112814	0.26628634	0.27196972	0.27147742	0.24530878	0.22779762	0.30054118	0.33330796	0.23144894	0.26192426	0.3376806	0.30736494	0.23423184	0.40428004	0.27221264	0.32832062	0.27016212	0.25925124	0.26038856	0.22613234	0.19126634	0.26487892	0.26302566	0.2324815	0.34742966	0.25904058	0.32601834	0.2699807	0.29221268	0.27755344	0.2307993	0.18693248	0.3320614	0.23361574	0.27132016	0.26973462	0.2417592	0.22407148	0.0	0.34223936	0.286934	0.22054856	0.22545566	0.25205376	0.26121212	0.32628212	0.30269526	0.20559274	0.31721244	0.19236482
MD5.141688	0.38028752	0.4248837	0.50430626	0.40496162	0.46587846	0.34859598	0.39813932	0.3972534	0.58354562	0.4341674	0.47996618	0.38412422	0.41230174	0.40221364	0.48733748	0.39322514	0.52731206	0.36195406	0.5376486	0.42469182	0.46358828	0.45012138	0.3843676	0.39435548	0.43398598	0.37532014	0.36130316	0.47227674	0.40952646	0.39345488	0.39521454	0.38914954	0.3899987	0.47461734	0.47621592	0.36292166	0.39148874	0.50159744	0.47211294	0.37972476	0.55617084	0.34795732	0.48397822	0.388851	0.29780172	0.41064848	0.39203202	0.40138986	0.38713288	0.44799562	0.37687694	0.21684514	0.38512906	0.4631911	0.42932934	0.4358728	0.3078808	0.29754802	0.36222792	0.48237912	0.38401598	0.371605	0.39363478	0.38517232	0.35675248	0.34223936	0.0	0.42117108	0.36843068	0.3436241	0.25743144	0.34477044	0.24905932	0.38625874	0.3888311	0.34207332	0.34516762
IT1.141711	0.200329	0.30291462	0.45183326	0.26026334	0.40070278	0.27810182	0.27999928	0.33341016	0.5455431	0.31899756	0.36756766	0.32299938	0.3351339	0.33322016	0.44232032	0.29489514	0.4861951	0.28084622	0.49426124	0.20840746	0.41832968	0.38209358	0.3658736	0.37176576	0.3495665	0.30084502	0.27822316	0.42926682	0.31107286	0.3533898	0.34481306	0.3502963	0.30738618	0.40797574	0.45364964	0.30763214	0.37159726	0.45082828	0.42523434	0.34676352	0.51431004	0.273091	0.44914934	0.329682	0.27644252	0.21780168	0.23537738	0.32744294	0.32872208	0.36972462	0.1963725	0.36929266	0.2776847	0.44499006	0.3080403	0.42100504	0.297505	0.26307298	0.27923284	0.45085236	0.21255866	0.33503632	0.33202342	0.26112244	0.31224468	0.286934	0.42117108	0.0	0.32196628	0.36525802	0.3659552	0.24133584	0.3279046	0.2534077	0.21717686	0.3583724	0.24991906
AR2.141703	0.26926204	0.27695602	0.37004786	0.2439619	0.33740298	0.27996938	0.22893752	0.21130132	0.47440006	0.2927446	0.38131394	0.1913449	0.20664114	0.2834312	0.36603388	0.2572671	0.41723438	0.24929874	0.40552936	0.25857034	0.35621812	0.31385446	0.30086024	0.30315116	0.24974782	0.20568522	0.21698084	0.33181174	0.22438438	0.32008504	0.20013978	0.26638786	0.26567162	0.33722154	0.37690056	0.29815246	0.2962531	0.37318708	0.34954986	0.15024112	0.44473172	0.27248996	0.35577758	0.1915328	0.27888984	0.24637116	0.27780154	0.25089786	0.24136904	0.31254078	0.26982246	0.34802494	0.22352442	0.36381466	0.2175065	0.3258576	0.27230128	0.24941294	0.25788844	0.36717428	0.27377386	0.24122824	0.21343326	0.21755276	0.28192012	0.22054856	0.36843068	0.32196628	0.0	0.22791898	0.28456396	0.2327772	0.35505344	0.31213726	0.22038046	0.2831884	0.2330779
CO3.141651	0.30365002	0.226596	0.38134196	0.23511904	0.35176496	0.26030844	0.2877791	0.19128878	0.45236988	0.31440786	0.3858548	0.2091642	0.23126152	0.3310799	0.3770777	0.35874896	0.40407132	0.25809548	0.39354898	0.28669372	0.39841542	0.32784272	0.29649366	0.33001486	0.20352156	0.18850644	0.21732094	0.37489824	0.1787734	0.35732678	0.207451	0.3211896	0.32079316	0.38050804	0.40594662	0.33136212	0.34267984	0.39118414	0.37495188	0.21916014	0.42511234	0.2737371	0.39600328	0.28778978	0.3036679	0.29485314	0.31222112	0.29885732	0.21313754	0.33231628	0.3372958	0.35135576	0.23647452	0.4023602	0.24781932	0.36532194	0.30685922	0.26651312	0.29276394	0.39737818	0.27807492	0.2666873	0.23982836	0.24713402	0.34431446	0.22545566	0.3436241	0.36525802	0.22791898	0.0	0.25343802	0.32860834	0.38159654	0.30834916	0.27464268	0.29997474	0.26286256
HI2.141672	0.31082956	0.37547574	0.39341906	0.3114449	0.37323046	0.3029249	0.32503316	0.3337194	0.47876318	0.36326012	0.41020142	0.30342806	0.35265946	0.2703546	0.37249928	0.29774774	0.41468898	0.32901234	0.43051828	0.33720762	0.36440056	0.35892138	0.31615712	0.28171428	0.36626426	0.3031673	0.28766992	0.36905262	0.32269978	0.28990708	0.3240825	0.28434878	0.30471066	0.36576846	0.36970616	0.2905683	0.31404858	0.38964304	0.36014626	0.29176708	0.45320356	0.29229136	0.36809702	0.31951124	0.29368056	0.34863188	0.30692182	0.29787518	0.33372404	0.33948982	0.29406238	0.32536086	0.30445482	0.35751586	0.36554746	0.31751592	0.29227688	0.20863782	0.2889824	0.3771714	0.32237646	0.3058312	0.32110246	0.31920612	0.28328844	0.25205376	0.25743144	0.3659552	0.28456396	0.25343802	0.0	0.28938364	0.35499668	0.35971722	0.32056934	0.32306296	0.26163126
DF2.141726	0.18362136	0.30223954	0.4192761	0.24021958	0.37745078	0.28005534	0.24123512	0.28382308	0.52675934	0.30346708	0.38522594	0.23277966	0.27990682	0.26646296	0.41485856	0.23277838	0.46523618	0.26185002	0.46968344	0.24136522	0.37637412	0.34961562	0.33049844	0.30754696	0.30815754	0.24861138	0.21809924	0.39213438	0.2752743	0.28285192	0.27995634	0.28118034	0.26498582	0.38435694	0.40241916	0.26061534	0.30012806	0.43134672	0.3963649	0.2697306	0.49669396	0.23558468	0.4016731	0.26621876	0.21079284	0.2115576	0.19730918	0.2879179	0.29345004	0.34248822	0.18869262	0.28839842	0.24807586	0.39056578	0.25399766	0.35680692	0.24270836	0.24481858	0.23474836	0.40956424	0.23908142	0.28479276	0.28115026	0.24144864	0.24111788	0.26121212	0.34477044	0.24133584	0.2327772	0.32860834	0.28938364	0.0	0.2614206	0.26945766	0.19184218	0.30515888	0.22342322
JT1.141699	0.27563112	0.35134334	0.4914851	0.3355327	0.43656706	0.28007646	0.34747724	0.36604468	0.57374554	0.38154404	0.44179406	0.33453902	0.3637129	0.36717468	0.47970848	0.3440569	0.51504254	0.28843854	0.53363204	0.35338922	0.44198512	0.4238921	0.3472542	0.37698372	0.39484326	0.3076813	0.28019204	0.45439698	0.37098058	0.36036148	0.36336178	0.36996734	0.34539582	0.45524066	0.46197804	0.31529786	0.38079722	0.49318848	0.46040878	0.38468936	0.54746696	0.26252636	0.47016414	0.36458368	0.185826	0.32989964	0.30842086	0.37797194	0.33227152	0.4157381	0.3042749	0.15320322	0.3353183	0.45025706	0.36573378	0.4281984	0.22731832	0.3421841	0.3026988	0.47151216	0.29472446	0.3457196	0.35344062	0.3355008	0.33232376	0.32628212	0.24905932	0.3279046	0.35505344	0.38159654	0.35499668	0.2614206	0.0	0.27293882	0.30496222	0.27723092	0.3119159
GB1.141665	0.25634882	0.2049124	0.45382344	0.25997352	0.42099816	0.21547932	0.28843102	0.28331546	0.54551284	0.35038406	0.40232848	0.2706238	0.29895816	0.37142278	0.45635598	0.3433558	0.49037764	0.19023412	0.48501238	0.24419992	0.4488177	0.38763692	0.34543046	0.3911955	0.30064188	0.23852856	0.24134958	0.44418692	0.26818308	0.39689562	0.3114812	0.3754384	0.33819792	0.4327652	0.47406798	0.3484686	0.39366804	0.46628042	0.44229844	0.32968578	0.51571002	0.20148982	0.46685036	0.3126269	0.20700922	0.2125553	0.26754424	0.35949612	0.27076162	0.37702412	0.29958044	0.29870992	0.22310668	0.46556396	0.27831476	0.43794722	0.25481182	0.30446836	0.29680494	0.46870202	0.21811204	0.28105078	0.30118064	0.22404946	0.37028694	0.30269526	0.38625874	0.2534077	0.31213726	0.30834916	0.35971722	0.26945766	0.27293882	0.0	0.22838988	0.29400262	0.25728828
CC1.141721	0.1648179	0.26218	0.36725244	0.1877848	0.3293556	0.21883624	0.20572226	0.2495451	0.47644436	0.23880366	0.32622168	0.2239176	0.25567696	0.25651462	0.35976286	0.23881792	0.41306008	0.22204528	0.40407866	0.16656304	0.35145502	0.300865	0.29457502	0.29314858	0.26167552	0.2117698	0.19741142	0.34043944	0.2131382	0.29681282	0.27069276	0.26777576	0.21903956	0.34421944	0.3771565	0.25563412	0.28991792	0.37535766	0.3447368	0.25136402	0.44274558	0.22403738	0.37197008	0.25045894	0.23383194	0.17836466	0.17292916	0.24848016	0.26402154	0.28567364	0.18440828	0.3373604	0.20787272	0.37443428	0.21790512	0.33313886	0.25841718	0.2474738	0.2154515	0.37395038	0.1816122	0.2695557	0.26251304	0.1986583	0.24429338	0.20559274	0.3888311	0.21717686	0.22038046	0.27464268	0.32056934	0.19184218	0.30496222	0.22838988	0.0	0.29687922	0.1940796
SF2.141677	0.32267468	0.28127218	0.4378931	0.29502258	0.39098186	0.28630198	0.31036352	0.27548152	0.51498766	0.37746912	0.43593214	0.26848166	0.2747739	0.3639768	0.42705772	0.34496782	0.46173818	0.23273682	0.47182524	0.3413215	0.43429308	0.39118978	0.32835772	0.36970372	0.31055614	0.22512518	0.24653292	0.4109255	0.29540394	0.3862604	0.26673622	0.35851298	0.3538329	0.41950858	0.44318236	0.35048906	0.38707578	0.44281864	0.41112798	0.30154916	0.49050624	0.24831448	0.42699558	0.31615404	0.2418506	0.3030752	0.35012994	0.35505246	0.24233336	0.39056546	0.33898786	0.24634346	0.25826314	0.43156058	0.30832018	0.40142272	0.2066068	0.33073574	0.31794312	0.43464684	0.30513198	0.25622324	0.24261362	0.29007112	0.37092888	0.31721244	0.34207332	0.3583724	0.2831884	0.29997474	0.32306296	0.30515888	0.27723092	0.29400262	0.29687922	0.0	0.3122845
VC1.141722	0.19168002	0.30068692	0.40003148	0.18554036	0.34001996	0.20488316	0.24877842	0.27674686	0.49360828	0.25443426	0.364905	0.24217768	0.2838206	0.26344362	0.38107558	0.27887428	0.42664956	0.24037156	0.43160202	0.22150008	0.35817286	0.30998952	0.27985562	0.28893014	0.2984528	0.24202028	0.2126007	0.37279112	0.24491388	0.2898699	0.28887528	0.28125512	0.22035664	0.36434984	0.38859342	0.23018832	0.292865	0.38429998	0.36611056	0.2732431	0.46302046	0.2128441	0.39104044	0.27096218	0.22599978	0.24641002	0.18852736	0.2421904	0.26460122	0.31665168	0.21549156	0.32575008	0.24715436	0.38541124	0.27986292	0.34838958	0.23448294	0.21393472	0.19285698	0.39307166	0.17644208	0.28349266	0.29223236	0.22685182	0.24908738	0.19236482	0.34516762	0.24991906	0.2330779	0.26286256	0.26163126	0.22342322	0.3119159	0.25728828	0.1940796	0.3122845	0.0
