	MT2.141698	CA1.141704	BB2.141659	CO2.141657	TL3.141709	SN3.141650	SK2.141662	CR1.141682	CF3.141691	BZ1.141724	TL1.141653	GB3.141652	CM1.141723	CL1.141697	HF1.141663	PE7.141734	HF2.141686	GB2.141732	CF1.141675	IE2.141655	PE1.141715	MP2.141695	SN1.141681	DF3.141696	BP1.141702	SR1.141680	SP1.141656	LQ2.141729	VC2.141694	HJ1.141718	KP3.141658	HJ2.141717	SK3.141716	PE6.141700	PE4.141683	SK1.141669	MP1.141661	BF2.141708	BF1.141647	AR3.141705	CF2.141679	SA1.141670	LQ3.141712	AR1.141727	SR3.141674	MT1.141719	IT2.141720	CL3.141664	SF1.141728	SP2.141678	IE1.141648	MD2.141689	KP1.141713	PE5.141692	TL2.141706	HI4.141735	SB1.141730	HI3.141676	CL4.141667	PE3.141731	CO1.141714	RT1.141654	RT2.141710	KP4.141733	DF1.141684	CL2.141671	MD5.141688	IT1.141711	AR2.141703	CO3.141651	HI2.141672	DF2.141726	JT1.141699	GB1.141665	CC1.141721	SF2.141677	VC1.141722
TL1.141653	0.769487434742	0.798438207914	0.685469777702	0.717564263897	0.675683974058	0.774539112221	0.712868142744	0.82014005904	0.745870954948	0.675647956966	0.0	0.775932358923	0.832495294943	0.76690097101	0.714647231922	0.792199153317	0.742008424564	0.812592569213	0.689795821397	0.747417207649	0.739174890543	0.691843377185	0.735802072866	0.709208608304	0.819455495819	0.816937539208	0.788009019229	0.758738225701	0.776599634854	0.706904779817	0.833718727798	0.726505057037	0.716439499153	0.750576776384	0.770156517293	0.726042942719	0.685396967456	0.733143505569	0.689738311116	0.794817819585	0.735404386187	0.811862227045	0.71768927326	0.793303735659	0.806294507374	0.792290923421	0.710825553575	0.769264716165	0.81890864172	0.661885885151	0.746173628613	0.824201535021	0.801318638142	0.789712809072	0.691311333593	0.733835855882	0.811416220893	0.803732496347	0.795351703021	0.749725410173	0.743694309738	0.820181658639	0.847166957944	0.825808265873	0.761978326587	0.793448885416	0.834465563743	0.782862583981	0.814440163291	0.794274220118	0.803353552616	0.800216050864	0.837554313092	0.798753037752	0.785825496597	0.841125957325	0.753809665376
GB3.141652	0.591410424311	0.580478560492	0.740634119429	0.598279486436	0.756368475035	0.655578712697	0.630544350439	0.658133401062	0.80984431734	0.655190021405	0.775932358923	0.0	0.661058872611	0.655850794234	0.767679974814	0.69464984776	0.798703856224	0.570517448432	0.757466634021	0.625094248607	0.794880075962	0.693363454832	0.715057299307	0.702487920437	0.612360057963	0.596990971817	0.613623202715	0.769806872569	0.589043591871	0.687228451668	0.600569601249	0.638332318269	0.664780132056	0.7574176671	0.845657141767	0.686901792838	0.70119420278	0.76844634613	0.73644440493	0.651857962166	0.81849677106	0.637002772092	0.781269088854	0.673646484735	0.618443851836	0.604607176446	0.667312473496	0.703668578355	0.665770446705	0.704327997232	0.661399357085	0.713685624546	0.622418152425	0.820770423101	0.585301072965	0.765414097754	0.648923366347	0.619635584287	0.682871278622	0.768994811369	0.609542084859	0.645027995919	0.633436141122	0.646048875754	0.706023792849	0.674499818142	0.762974703625	0.654558134304	0.642986581242	0.640280059461	0.653785114324	0.605933132705	0.733306002086	0.584718417716	0.631649108609	0.691786249995	0.617981450245
CM1.141723	0.709613476067	0.640915542407	0.79468225983	0.761214081797	0.825228167864	0.728754010791	0.755106256727	0.601700808453	0.867480801871	0.764234273184	0.832495294943	0.661058872611	0.0	0.728333454851	0.810821142932	0.711429495876	0.869710915629	0.632198788674	0.834298724387	0.708490568047	0.844051645132	0.800955974131	0.780700209997	0.809820204783	0.608584404633	0.636125830036	0.700290967667	0.790644388737	0.699335935903	0.765538115826	0.561738253708	0.760033134241	0.757233195432	0.804457221923	0.891045784174	0.784087437529	0.793415741911	0.833045760549	0.810542214683	0.628796327992	0.857878615755	0.731367671517	0.806676786278	0.645593178816	0.649052330522	0.665766748898	0.766969120228	0.740731392823	0.644310142949	0.762887500664	0.720836670619	0.705368914161	0.608578827134	0.872354637858	0.698246270321	0.771982492976	0.63028752781	0.665463503758	0.723429555393	0.802448219049	0.72807515354	0.552207990619	0.52480366063	0.610872810222	0.780293074221	0.716303344697	0.718719566867	0.712519935471	0.643152625215	0.700352616817	0.706200747841	0.672512138225	0.734413490491	0.652843139655	0.685406323505	0.655604676985	0.722989233692
CL1.141697	0.629049384807	0.693549627243	0.670028688676	0.601389031051	0.64739935529	0.70056615561	0.661513786207	0.690370156721	0.687404018104	0.59506762636	0.76690097101	0.655850794234	0.728333454851	0.0	0.647533638503	0.634501422485	0.674162447688	0.698343312799	0.656680458992	0.637166982921	0.666085959136	0.658391763147	0.725348360898	0.60126327767	0.676616025688	0.693273661062	0.674060604231	0.668859674009	0.66094239762	0.615809991273	0.661463455132	0.591793675006	0.593733981327	0.624394382674	0.712918351849	0.604383655261	0.614805933869	0.652932206683	0.628697700639	0.682458740374	0.703679373489	0.699508288137	0.697784026634	0.674817647195	0.714197527054	0.697042052825	0.635726559161	0.563561774363	0.735032438717	0.667148526205	0.625403091897	0.780635754823	0.662867087215	0.718326131559	0.658958038133	0.672312344869	0.725903235996	0.637225870712	0.628997835814	0.67275690895	0.669958308729	0.720919494495	0.692916327831	0.686988960095	0.611617953821	0.654334930563	0.798856311307	0.656344035187	0.687460263725	0.682072096742	0.652035311639	0.658766056693	0.79980558759	0.708928570094	0.632999038089	0.746929841613	0.624046540029
HF1.141663	0.721074140996	0.788984885041	0.571543646161	0.691865082423	0.567001172179	0.728669039614	0.754263677937	0.790306409885	0.608612545888	0.617670646302	0.714647231922	0.767679974814	0.810821142932	0.647533638503	0.0	0.721191392978	0.542470460415	0.807862557002	0.516604705551	0.720388122672	0.58038862745	0.579565721282	0.67119437694	0.547596128437	0.775409713594	0.784467885947	0.755600219986	0.615216219473	0.724990931911	0.586925835951	0.778906971914	0.632195598247	0.616357115176	0.637262339946	0.618973271602	0.66184830436	0.568115468658	0.523039158543	0.501972746218	0.720485162105	0.546373995501	0.771838694191	0.643869106092	0.72005358344	0.801394358807	0.789553756507	0.704520734848	0.676303888697	0.805970161596	0.639538420583	0.681150396238	0.813171915587	0.757936224245	0.631015058008	0.753637835415	0.63898382778	0.817650699775	0.759316154374	0.733083850087	0.630587544984	0.730682934679	0.80223064274	0.796890549712	0.769145409296	0.590313259013	0.757916228678	0.810345356516	0.754509699513	0.774580664774	0.733599729428	0.742017651724	0.802093609619	0.823662652112	0.780139351571	0.717742812962	0.801880112113	0.726048713945
PE7.141734	0.715191246935	0.70375539781	0.718246377778	0.73233350024	0.769717122518	0.751220191121	0.701019563194	0.700966077311	0.782978175433	0.708848404934	0.792199153317	0.69464984776	0.711429495876	0.634501422485	0.721191392978	0.0	0.78126431231	0.705831813859	0.717144460514	0.685313231481	0.739435629312	0.728813952116	0.792658619105	0.739287694597	0.713472058155	0.686507007893	0.696699212728	0.69133631346	0.676513362997	0.711824029258	0.659572696218	0.667308443127	0.682084593879	0.670112634667	0.808433874162	0.735374794057	0.73997443488	0.759998963246	0.73013486051	0.631487688906	0.793012161967	0.733914178736	0.721913336698	0.627168981952	0.729404443151	0.706337637996	0.72207520614	0.697830237228	0.735130500524	0.738681494452	0.678057542181	0.778599086414	0.697216433251	0.751275778595	0.679002051722	0.697163140931	0.734153033752	0.66873441147	0.696158619389	0.742532394309	0.723795148393	0.663041218683	0.678478357511	0.679605137019	0.68267145675	0.701226039139	0.796117914815	0.703655044214	0.620469938116	0.720634700857	0.675560631272	0.643136838829	0.805451296641	0.714050737222	0.671991028473	0.735499245337	0.71481062106
HF2.141686	0.767502371359	0.827044333011	0.678450758521	0.732619421176	0.58871135846	0.780333122622	0.781126856237	0.850246139602	0.404293230402	0.664310927521	0.742008424564	0.798703856224	0.869710915629	0.674162447688	0.542470460415	0.78126431231	0.0	0.85059365466	0.579458381761	0.772280843384	0.543334793961	0.630736643438	0.710662185552	0.61148908656	0.825292150893	0.833873906629	0.805380497004	0.653193169934	0.790531660352	0.657579411457	0.820833254521	0.70272089946	0.7014022024	0.617180536299	0.552421212108	0.662677098668	0.607275419054	0.521535494816	0.574320532464	0.812986636939	0.515065976451	0.812511956378	0.657356779017	0.810621436236	0.837324910948	0.843212428512	0.740453288116	0.704236317467	0.858134833359	0.709207377982	0.751799779215	0.83482894528	0.815186585444	0.589458144671	0.802200442506	0.641919961292	0.832354869493	0.796961645161	0.774349528666	0.590546637448	0.786399687111	0.84147640971	0.845014518631	0.841069593399	0.676848023492	0.762823532537	0.844229918975	0.783001985872	0.830650595032	0.775082411982	0.774798292035	0.837320063487	0.83558423143	0.834712886289	0.804057888993	0.866965471866	0.739354683306
GB2.141732	0.644795557007	0.569223865187	0.781289134172	0.701836491614	0.805975491153	0.668365512637	0.689677438939	0.625727432574	0.854508275848	0.724021788604	0.812592569213	0.570517448432	0.632198788674	0.698343312799	0.807862557002	0.705831813859	0.85059365466	0.0	0.820854176147	0.661419619864	0.830952144308	0.764298846136	0.735301672902	0.75802079477	0.540085568675	0.597582281264	0.641551120261	0.817763951852	0.637272509117	0.752557540261	0.60632469801	0.704635022883	0.734631324628	0.80640762961	0.888307267868	0.723762359114	0.763231556762	0.830245819812	0.787653390202	0.676334563049	0.871254309256	0.627053421511	0.800007461727	0.708134157663	0.573570628263	0.619003298732	0.702547210291	0.721229643215	0.582158587163	0.748213065689	0.692890973738	0.648449912033	0.617701907552	0.852747149815	0.647556908605	0.784380970094	0.595989105892	0.679822420102	0.699544582973	0.821784732511	0.669096569172	0.612499000458	0.63728293654	0.615762905174	0.742400732706	0.708049189364	0.718801520415	0.672646637915	0.653864235116	0.655643093619	0.711471334309	0.637506966794	0.686399200603	0.54791748669	0.657912874148	0.619859360757	0.666972515444
CF1.141675	0.749027796836	0.786882590462	0.522018264444	0.696716953057	0.579663232333	0.725871280208	0.751956735488	0.794519808378	0.57177793702	0.61825148623	0.689795821397	0.757466634021	0.834298724387	0.656680458992	0.516604705551	0.717144460514	0.579458381761	0.820854176147	0.0	0.721556641711	0.597728603684	0.54425803595	0.715753341413	0.581966793072	0.799713662029	0.796740483967	0.789090197784	0.624402681599	0.717487481093	0.634272988444	0.778216727496	0.672542391151	0.638954918676	0.609996435068	0.635835640272	0.650324460513	0.536043321049	0.547790325281	0.500724618998	0.72891854487	0.565846823555	0.779793205568	0.63394114837	0.738313968938	0.80922700338	0.798394037268	0.688940774769	0.72647377613	0.800196689276	0.63455912951	0.693655429542	0.819685870074	0.776931124267	0.636717876649	0.72726932266	0.643138656695	0.824706827504	0.771172708135	0.740571039591	0.609511939423	0.754481460991	0.803467903997	0.808979524108	0.785065566577	0.643272132995	0.743193110426	0.809876808379	0.768768311298	0.780238317767	0.729659735996	0.746633797894	0.794292127076	0.83111236267	0.79406145742	0.748295941126	0.826114573011	0.729929941658
IE2.141655	0.555610352532	0.65414621815	0.70957793135	0.59059631977	0.720331012092	0.643284700643	0.663040813214	0.698676332715	0.780988153846	0.577550597127	0.747417207649	0.625094248607	0.708490568047	0.637166982921	0.720388122672	0.685313231481	0.772280843384	0.661419619864	0.721556641711	0.0	0.75805680182	0.662352212001	0.672506875438	0.656026631801	0.640804713654	0.621300177574	0.639750839706	0.729352945579	0.554383960129	0.658363971255	0.681762580454	0.629975317031	0.603215547955	0.731953013962	0.808655876355	0.613453198033	0.670769857346	0.727176089034	0.688799564822	0.666469583008	0.785382712673	0.641923179444	0.724706388312	0.679816277681	0.655397239649	0.621679535467	0.551848309855	0.633906360743	0.660811742289	0.643445269862	0.547292601844	0.756685185364	0.590100828513	0.78428656269	0.635536787583	0.698063524541	0.700521015638	0.639730562957	0.621721257394	0.721917424676	0.558870682014	0.69277749655	0.678857892086	0.609895442147	0.586539177877	0.610858823855	0.755015183488	0.55750470941	0.659200555213	0.604627866205	0.641238590219	0.63157956678	0.767262067459	0.642135744811	0.575629768018	0.749825900629	0.596622518765
